record_id,plant_id,date,energy_source,region,production_mwh,efficiency_pct,operating_cost,revenue,co2_emissions_tons,downtime_hours,maintenance_flag,profit,year,month,quarter,month_name,is_renewable,profit_margin,cost_per_mwh,revenue_per_mwh,carbon_intensity,efficiency_zscore,is_anomaly,rolling_7d_production,rolling_30d_revenue
REC0002365,PLT015,2025-07-16,Wind,Northeast,7856.87,57.04,235706.01,521554.82,0.0,0.59,0,285848.81,2025,7,3,Jul,1,54.81,30.0,66.38,0.0,-1.999,0,8977.06,650452.78
REC0002368,PLT018,2025-07-16,Solar,Southeast,18408.04,92.55,460201.03,1207209.19,0.0,1.8,0,747008.1599999999,2025,7,3,Jul,1,61.88,25.0,65.58,0.0,1.048,0,19508.47,1357505.36
REC0002428,PLT028,2025-07-17,Wind,Southwest,11844.81,65.23,355344.27,657979.01,0.0,0.21,0,302634.74,2025,7,3,Jul,1,45.99,30.0,55.55,0.0,-1.296,0,12399.64,817369.23
REC0002438,PLT038,2025-07-17,Biomass,Southwest,7322.67,81.18,278261.5,477859.8,1684.21,1.91,0,199598.3,2025,7,3,Jul,1,41.77,38.0,65.26,0.23,0.073,0,6736.55,482364.33
REC0002429,PLT029,2025-07-17,Solar,Northeast,19904.14,99.0,497603.4,1189203.69,0.0,0.03,0,691600.2899999999,2025,7,3,Jul,1,58.16,25.0,59.75,0.0,1.602,0,19543.1,1356472.15
REC0002430,PLT030,2025-07-17,Geothermal,Northeast,9576.66,73.5,268146.43,585019.5,478.83,1.07,0,316873.07,2025,7,3,Jul,1,54.16,28.0,61.09,0.05,-0.586,0,9934.21,727558.64
REC0002431,PLT031,2025-07-17,Natural Gas,Midwest,30972.4,98.58,1393758.09,1786883.59,13937.58,0.1,0,393125.5,2025,7,3,Jul,0,22.0,45.0,57.69,0.45,1.566,0,28290.98,1906572.29
REC0002433,PLT033,2025-07-17,Solar,Southeast,8914.81,99.0,222870.17,584242.36,0.0,0.98,0,361372.18999999994,2025,7,3,Jul,1,61.85,25.0,65.54,0.0,1.602,0,8884.12,619667.03
REC0002434,PLT034,2025-07-17,Biomass,West Coast,8479.4,84.65,322217.33,720215.91,1950.26,0.94,0,397998.58,2025,7,3,Jul,1,55.26,38.0,84.94,0.23,0.37,0,7872.23,553985.4
REC0002435,PLT035,2025-07-17,Wind,Midwest,9733.21,60.3,291996.36,722477.62,0.0,0.84,0,430481.26,2025,7,3,Jul,1,59.58,30.0,74.23,0.0,-1.719,0,10792.09,750780.23
REC0002436,PLT036,2025-07-17,Natural Gas,Northeast,14050.44,99.0,632269.76,1020609.71,6322.7,0.78,0,388339.94999999995,2025,7,3,Jul,0,38.05,45.0,72.64,0.45,1.602,0,12799.14,898660.6
REC0002437,PLT037,2025-07-17,Natural Gas,Southwest,13222.08,81.12,594993.79,1121266.76,5949.94,1.66,0,526272.97,2025,7,3,Jul,0,46.94,45.0,84.8,0.45,0.068,0,14661.98,1044751.84
REC0002439,PLT039,2025-07-17,Nuclear,Northeast,25220.35,85.77,504406.9,2039358.76,0.0,1.27,0,1534951.8599999999,2025,7,3,Jul,0,75.27,20.0,80.86,0.0,0.467,0,23237.39,1685718.46
REC0002444,PLT044,2025-07-17,Nuclear,Northeast,34208.68,70.65,684173.58,2267370.15,0.0,0.95,0,1583196.5699999998,2025,7,3,Jul,0,69.83,20.0,66.28,0.0,-0.831,0,39239.48,2690819.62
REC0002441,PLT041,2025-07-17,Nuclear,Midwest,19363.58,89.41,387271.58,1343212.71,0.0,0.95,0,955941.1299999999,2025,7,3,Jul,0,71.17,20.0,69.37,0.0,0.779,0,18209.84,1291661.01
REC0002442,PLT042,2025-07-17,Natural Gas,West Coast,33698.57,82.0,1516435.85,2776315.82,15164.36,1.25,0,1259879.9699999997,2025,7,3,Jul,0,45.38,45.0,82.39,0.45,0.143,0,36200.32,2525019.53
REC0002443,PLT043,2025-07-17,Natural Gas,Midwest,12099.13,83.64,544460.99,903477.48,5444.61,1.43,0,359016.49,2025,7,3,Jul,0,39.74,45.0,74.67,0.45,0.284,0,13026.3,923305.68
REC0002445,PLT045,2025-07-17,Coal,Midwest,17365.18,81.2,607781.4,1074325.83,14239.45,1.03,0,466544.43000000005,2025,7,3,Jul,0,43.43,35.0,61.87,0.82,0.074,0,17053.1,1285060.61
REC0002446,PLT046,2025-07-17,Nuclear,West Coast,20855.12,86.65,417102.32,1718309.52,0.0,1.12,0,1301207.2,2025,7,3,Jul,0,75.73,20.0,82.39,0.0,0.542,0,18401.76,1286482.85
REC0002447,PLT047,2025-07-17,Biomass,Southeast,4514.29,65.58,171543.14,276061.53,1038.29,0.66,0,104518.39000000001,2025,7,3,Jul,1,37.86,38.0,61.15,0.23,-1.266,0,5201.7,369511.74
REC0002448,PLT048,2025-07-17,Solar,Northeast,8694.36,99.0,217358.94,567868.28,0.0,0.3,0,350509.34,2025,7,3,Jul,1,61.72,25.0,65.31,0.0,1.602,0,8613.77,583993.23
REC0002449,PLT049,2025-07-17,Geothermal,Southwest,9270.2,77.42,259565.61,604929.58,463.51,0.45,0,345363.97,2025,7,3,Jul,1,57.09,28.0,65.26,0.05,-0.25,0,10029.3,682073.27
REC0002450,PLT050,2025-07-17,Natural Gas,West Coast,23556.79,99.0,1060055.66,1847059.5,10600.56,1.12,0,787003.8400000001,2025,7,3,Jul,0,42.61,45.0,78.41,0.45,1.602,0,21718.59,1503175.32
REC0002427,PLT027,2025-07-17,Wind,Southeast,6712.82,58.18,201384.63,551860.95,0.0,0.47,0,350476.31999999995,2025,7,3,Jul,1,63.51,30.0,82.21,0.0,-1.901,0,7406.05,536124.81
REC0002440,PLT040,2025-07-17,Geothermal,West Coast,3802.39,81.07,106466.86,266010.63,190.12,0.36,0,159543.77000000002,2025,7,3,Jul,1,59.98,28.0,69.96,0.05,0.063,0,3686.11,263371.82
REC0002426,PLT026,2025-07-17,Hydro,Southwest,16166.51,66.95,242497.61,1099162.65,161.67,1.79,0,856665.0399999999,2025,7,3,Jul,1,77.94,15.0,67.99,0.01,-1.148,0,16646.92,1377626.66
REC0002432,PLT032,2025-07-17,Biomass,Midwest,6331.91,82.94,240612.77,482596.07,1456.34,1.72,0,241983.30000000002,2025,7,3,Jul,1,50.14,38.0,76.22,0.23,0.224,0,5666.14,397281.72
REC0002424,PLT024,2025-07-17,Hydro,Northeast,6477.36,62.99,97160.39,367940.85,64.77,1.73,0,270780.45999999996,2025,7,3,Jul,1,73.59,15.0,56.8,0.01,-1.488,0,6791.05,580977.02
REC0002402,PLT002,2025-07-17,Coal,West Coast,22972.97,78.94,804054.04,1757020.54,18837.84,1.21,0,952966.5,2025,7,3,Jul,0,54.24,35.0,76.48,0.82,-0.12,0,23752.0,1761832.86
REC0002403,PLT003,2025-07-17,Nuclear,Northeast,45192.62,84.29,903852.33,2683563.95,0.0,0.37,0,1779711.62,2025,7,3,Jul,0,66.32,20.0,59.38,0.0,0.34,0,42766.95,2993552.33
REC0002404,PLT004,2025-07-17,Geothermal,West Coast,2838.71,67.72,79483.93,230679.61,141.94,0.97,0,151195.68,2025,7,3,Jul,1,65.54,28.0,81.26,0.05,-1.082,0,3331.23,242693.2
REC0002405,PLT005,2025-07-17,Geothermal,Southeast,9326.48,81.19,261141.53,579990.46,466.32,0.9,1,318848.92999999993,2025,7,3,Jul,1,54.97,28.0,62.19,0.05,0.074,0,9216.88,634725.49
REC0002406,PLT006,2025-07-17,Geothermal,West Coast,10211.42,78.0,285919.88,648066.92,510.57,0.65,0,362147.04000000004,2025,7,3,Jul,1,55.88,28.0,63.46,0.05,-0.2,0,10060.46,685877.97
REC0002407,PLT007,2025-07-17,Geothermal,Northeast,7798.12,76.43,218347.49,506524.66,389.91,0.61,0,288177.17,2025,7,3,Jul,1,56.89,28.0,64.95,0.05,-0.335,0,7691.36,573148.16
REC0002408,PLT008,2025-07-17,Nuclear,Midwest,20638.68,82.49,412773.59,1137351.23,0.0,0.11,0,724577.6399999999,2025,7,3,Jul,0,63.71,20.0,55.11,0.0,0.185,0,20457.29,1440900.21
REC0002409,PLT009,2025-07-17,Natural Gas,Southwest,37017.19,90.13,1665773.46,2692280.33,16657.73,0.44,0,1026506.8700000001,2025,7,3,Jul,0,38.13,45.0,72.73,0.45,0.841,0,36479.47,2484027.7
REC0002410,PLT010,2025-07-17,Solar,Midwest,8053.43,99.0,201335.71,480587.18,0.0,1.77,0,279251.47,2025,7,3,Jul,1,58.11,25.0,59.67,0.0,1.602,0,7966.58,558482.39
REC0002411,PLT011,2025-07-17,Solar,Northeast,22985.06,99.0,574626.58,1395751.11,0.0,0.15,0,821124.5300000001,2025,7,3,Jul,1,58.83,25.0,60.72,0.0,1.602,0,22985.06,1588945.91
REC0002412,PLT012,2025-07-17,Hydro,Midwest,6205.14,72.96,93077.15,351793.71,62.05,1.81,0,258716.56000000003,2025,7,3,Jul,1,73.54,15.0,56.69,0.01,-0.633,0,5605.07,474679.45
REC0002401,PLT001,2025-07-17,Wind,Northeast,4127.18,58.65,123815.32,298309.31,0.0,1.95,0,174493.99,2025,7,3,Jul,1,58.49,30.0,72.28,0.0,-1.861,0,4499.98,333247.8
REC0002414,PLT014,2025-07-17,Coal,Southwest,20604.21,91.58,721147.21,1201647.64,16895.45,0.21,0,480500.42999999993,2025,7,3,Jul,0,39.99,35.0,58.32,0.82,0.965,0,19457.09,1352292.19
REC0002415,PLT015,2025-07-17,Wind,Northeast,8983.35,65.22,269500.43,603876.7,0.0,0.47,0,334376.26999999996,2025,7,3,Jul,1,55.37,30.0,67.22,0.0,-1.297,0,8775.78,654963.93
REC0002416,PLT016,2025-07-17,Solar,Northeast,8891.56,99.0,222288.93,749403.28,0.0,1.81,0,527114.3500000001,2025,7,3,Jul,1,70.34,25.0,84.28,0.0,1.602,0,8724.31,620574.18
REC0002417,PLT017,2025-07-17,Geothermal,Southeast,11027.5,78.43,308770.14,911739.85,551.38,1.71,0,602969.71,2025,7,3,Jul,1,66.13,28.0,82.68,0.05,-0.163,0,10712.93,747579.97
REC0002418,PLT018,2025-07-17,Solar,Southeast,19691.87,99.0,492296.72,1109154.11,0.0,1.43,0,616857.3900000001,2025,7,3,Jul,1,55.62,25.0,56.33,0.0,1.602,0,19508.47,1353438.6
REC0002425,PLT025,2025-07-17,Geothermal,West Coast,11229.92,81.3,314437.67,643861.59,561.5,1.86,0,329423.92,2025,7,3,Jul,1,51.16,28.0,57.33,0.05,0.083,0,11291.65,782418.44
REC0002419,PLT019,2025-07-17,Biomass,Southeast,5475.13,79.33,208054.85,419533.03,1259.28,0.96,0,211478.18000000002,2025,7,3,Jul,1,50.41,38.0,76.63,0.23,-0.086,0,5361.62,363805.65
REC0002420,PLT020,2025-07-17,Wind,Southeast,12012.04,64.17,360361.27,724458.44,0.0,0.63,0,364097.1699999999,2025,7,3,Jul,1,50.26,30.0,60.31,0.0,-1.387,0,12056.34,876518.83
REC0002421,PLT021,2025-07-17,Natural Gas,Midwest,15258.97,80.25,686653.54,1244662.97,6866.54,1.93,0,558009.4299999999,2025,7,3,Jul,0,44.83,45.0,81.57,0.45,-0.007,0,16908.74,1194690.04
REC0002422,PLT022,2025-07-17,Solar,West Coast,11853.97,99.0,296349.19,665275.46,0.0,1.96,0,368926.26999999996,2025,7,3,Jul,1,55.45,25.0,56.12,0.0,1.602,0,11803.01,825381.27
REC0002423,PLT023,2025-07-17,Natural Gas,Southeast,30607.68,93.49,1377345.41,2175352.89,13773.45,0.72,0,798007.4800000002,2025,7,3,Jul,0,36.68,45.0,71.07,0.45,1.129,0,29661.41,2076610.12
REC0002413,PLT013,2025-07-17,Geothermal,West Coast,9185.5,86.49,257194.03,653840.44,459.28,0.8,0,396646.4099999999,2025,7,3,Jul,1,60.66,28.0,71.18,0.05,0.528,0,7911.69,563448.77
REC0002486,PLT036,2025-07-18,Natural Gas,Northeast,13552.59,95.49,609866.57,1013657.2,6098.67,0.46,0,403790.63,2025,7,3,Jul,0,39.84,45.0,74.79,0.45,1.301,0,13016.56,903438.25
REC0002485,PLT035,2025-07-18,Wind,Midwest,12128.09,75.14,363842.74,854028.74,0.0,0.47,0,490186.0,2025,7,3,Jul,1,57.4,30.0,70.42,0.0,-0.446,0,11083.9,747738.92
REC0002484,PLT034,2025-07-18,Biomass,West Coast,6492.62,64.82,246719.73,495770.99,1493.3,0.29,0,249051.25999999998,2025,7,3,Jul,1,50.24,38.0,76.36,0.23,-1.331,0,7583.65,557999.1
REC0002483,PLT033,2025-07-18,Solar,Southeast,8914.81,99.0,222870.17,695618.98,0.0,0.97,1,472748.80999999994,2025,7,3,Jul,1,67.96,25.0,78.03,0.0,1.602,0,8884.12,626628.76
REC0002478,PLT028,2025-07-18,Wind,Southwest,11977.99,65.97,359339.68,745886.3,0.0,1.09,0,386546.62000000005,2025,7,3,Jul,1,51.82,30.0,62.27,0.0,-1.232,0,12320.22,815937.02
REC0002481,PLT031,2025-07-18,Natural Gas,Midwest,31104.92,99.0,1399721.19,2300462.87,13997.21,1.0,0,900741.6800000002,2025,7,3,Jul,0,39.15,45.0,73.96,0.45,1.602,0,28639.59,1931332.51
REC0002480,PLT030,2025-07-18,Geothermal,Northeast,9790.97,75.15,274147.22,764404.67,489.55,1.56,1,490257.45000000007,2025,7,3,Jul,1,64.14,28.0,78.07,0.05,-0.445,0,9706.04,727299.8
REC0002479,PLT029,2025-07-18,Solar,Northeast,18867.56,93.84,471689.02,1264288.46,0.0,0.46,0,792599.44,2025,7,3,Jul,1,62.69,25.0,67.01,0.0,1.159,0,19395.02,1358732.18
REC0002487,PLT037,2025-07-18,Natural Gas,Southwest,14210.87,87.19,639489.34,871460.8,6394.89,0.73,0,231971.46000000008,2025,7,3,Jul,0,26.62,45.0,61.32,0.45,0.588,0,14386.96,1045417.35
REC0002482,PLT032,2025-07-18,Biomass,Midwest,4817.72,63.1,183073.47,281266.72,1108.08,0.34,0,98193.24999999997,2025,7,3,Jul,1,34.91,38.0,58.38,0.23,-1.479,0,5658.37,392060.79
REC0002488,PLT038,2025-07-18,Biomass,Southwest,6340.51,70.29,240939.44,493148.66,1458.32,0.3,0,252209.21999999997,2025,7,3,Jul,1,51.14,38.0,77.78,0.23,-0.862,0,6658.6,486211.51
REC0002494,PLT044,2025-07-18,Nuclear,Northeast,36303.41,74.98,726068.16,2762876.16,0.0,0.79,0,2036808.0,2025,7,3,Jul,0,73.72,20.0,76.11,0.0,-0.459,0,39623.54,2719892.43
REC0002490,PLT040,2025-07-18,Geothermal,West Coast,3938.54,83.98,110279.19,288272.47,196.93,0.48,0,177993.27999999997,2025,7,3,Jul,1,61.74,28.0,73.19,0.05,0.313,0,3786.61,264574.7
REC0002491,PLT041,2025-07-18,Nuclear,Midwest,18044.72,83.32,360894.33,1505698.09,0.0,1.48,0,1144803.76,2025,7,3,Jul,0,76.03,20.0,83.44,0.0,0.256,0,18396.44,1307769.26
REC0002492,PLT042,2025-07-18,Natural Gas,West Coast,32739.13,79.66,1473260.8,1891906.36,14732.61,1.03,0,418645.56000000006,2025,7,3,Jul,0,22.13,45.0,57.79,0.45,-0.058,0,35542.07,2498612.64
REC0002493,PLT043,2025-07-18,Natural Gas,Midwest,14238.61,98.43,640737.66,1130738.06,6407.38,0.99,0,490000.4,2025,7,3,Jul,0,43.33,45.0,79.41,0.45,1.553,0,13347.84,931107.42
REC0002495,PLT045,2025-07-18,Coal,Midwest,18343.98,85.78,642039.31,1393780.6,15042.06,1.55,0,751741.29,2025,7,3,Jul,0,53.94,35.0,75.98,0.82,0.467,0,17097.6,1281512.75
REC0002496,PLT046,2025-07-18,Nuclear,West Coast,17476.94,72.61,349538.77,1169686.39,0.0,1.66,0,820147.6199999999,2025,7,3,Jul,0,70.12,20.0,66.93,0.0,-0.663,0,18508.4,1286538.56
REC0002497,PLT047,2025-07-18,Biomass,Southeast,5793.7,84.17,220160.59,477867.21,1332.55,1.06,0,257706.62000000002,2025,7,3,Jul,1,53.93,38.0,82.48,0.23,0.329,0,5232.04,374079.53
REC0002498,PLT048,2025-07-18,Solar,Northeast,8694.36,99.0,217358.94,583441.22,0.0,1.86,0,366082.27999999997,2025,7,3,Jul,1,62.75,25.0,67.11,0.0,1.602,0,8613.77,582443.88
REC0002499,PLT049,2025-07-18,Geothermal,Southwest,10245.39,85.57,286870.91,644333.06,512.27,0.47,0,357462.1500000001,2025,7,3,Jul,1,55.48,28.0,62.89,0.05,0.449,0,10095.96,684911.52
REC0002477,PLT027,2025-07-18,Wind,Southeast,6869.93,59.55,206097.91,583608.95,0.0,1.24,0,377511.0399999999,2025,7,3,Jul,1,64.69,30.0,84.95,0.0,-1.783,0,7282.87,541787.42
REC0002489,PLT039,2025-07-18,Nuclear,Northeast,25025.7,85.11,500513.95,1515443.79,0.0,0.99,0,1014929.8400000001,2025,7,3,Jul,0,66.97,20.0,60.56,0.0,0.41,0,23108.59,1685297.71
REC0002476,PLT026,2025-07-18,Hydro,Southwest,17156.64,71.05,257349.61,1074785.98,171.57,1.9,0,817436.37,2025,7,3,Jul,1,76.06,15.0,62.65,0.01,-0.797,0,16598.27,1349176.49
REC0002500,PLT050,2025-07-18,Natural Gas,West Coast,18843.83,79.19,847972.41,1271895.63,8479.72,1.83,0,423923.21999999986,2025,7,3,Jul,0,33.33,45.0,67.5,0.45,-0.098,0,21298.54,1503104.74
REC0002474,PLT024,2025-07-18,Hydro,Northeast,5854.64,56.93,87819.55,439272.91,58.55,0.28,0,351453.36,2025,7,3,Jul,1,80.01,15.0,75.03,0.01,-2.008,0,6730.72,578373.56
REC0002451,PLT001,2025-07-18,Wind,Northeast,4034.39,57.33,121031.64,339490.03,0.0,1.8,0,218458.39,2025,7,3,Jul,1,64.35,30.0,84.15,0.0,-1.974,0,4442.4,333868.3
REC0002452,PLT002,2025-07-18,Coal,West Coast,25277.24,86.86,884703.36,2046218.46,20727.34,1.05,0,1161515.1,2025,7,3,Jul,0,56.76,35.0,80.95,0.82,0.56,0,24285.13,1756840.13
REC0002453,PLT003,2025-07-18,Nuclear,Northeast,46482.39,86.7,929647.89,3520743.72,0.0,1.5,0,2591095.83,2025,7,3,Jul,0,73.6,20.0,75.74,0.0,0.546,0,44083.28,2994859.62
REC0002454,PLT004,2025-07-18,Geothermal,West Coast,3632.02,86.64,101696.43,284149.97,181.6,0.57,0,182453.53999999998,2025,7,3,Jul,1,64.21,28.0,78.23,0.05,0.541,0,3338.09,243037.44
REC0002455,PLT005,2025-07-18,Geothermal,Southeast,9205.24,80.14,257746.72,674780.01,460.26,1.72,0,417033.29000000004,2025,7,3,Jul,1,61.8,28.0,73.3,0.05,-0.017,0,9132.84,632008.29
REC0002456,PLT006,2025-07-18,Geothermal,West Coast,9317.45,71.17,260888.74,548781.38,465.87,0.93,0,287892.64,2025,7,3,Jul,1,52.46,28.0,58.9,0.05,-0.786,0,10119.58,675087.12
REC0002457,PLT007,2025-07-18,Geothermal,Northeast,7441.87,72.94,208372.38,412935.68,372.09,0.66,0,204563.3,2025,7,3,Jul,1,49.54,28.0,55.49,0.05,-0.634,0,7629.51,572625.61
REC0002458,PLT008,2025-07-18,Nuclear,Midwest,17409.17,69.58,348183.32,1376861.37,0.0,1.27,0,1028678.05,2025,7,3,Jul,0,74.71,20.0,79.09,0.0,-0.923,0,20255.42,1426276.15
REC0002459,PLT009,2025-07-18,Natural Gas,Southwest,40658.24,99.0,1829620.73,2572232.22,18296.21,0.42,0,742611.4900000002,2025,7,3,Jul,0,28.87,45.0,63.26,0.45,1.602,0,36661.07,2489775.68
REC0002460,PLT010,2025-07-18,Solar,Midwest,8053.43,99.0,201335.71,592529.12,0.0,0.65,0,391193.41000000003,2025,7,3,Jul,1,66.02,25.0,73.57,0.0,1.602,0,8053.43,556531.07
REC0002461,PLT011,2025-07-18,Solar,Northeast,22985.06,99.0,574626.58,1654240.14,0.0,0.25,0,1079613.56,2025,7,3,Jul,1,65.26,25.0,71.97,0.0,1.602,0,22985.06,1595066.36
REC0002475,PLT025,2025-07-18,Geothermal,West Coast,11187.68,81.0,313254.99,871204.75,559.38,1.62,0,557949.76,2025,7,3,Jul,1,64.04,28.0,77.87,0.05,0.057,0,11206.06,788586.94
REC0002463,PLT013,2025-07-18,Geothermal,West Coast,8379.35,78.9,234621.74,694218.23,418.97,1.89,0,459596.49,2025,7,3,Jul,1,66.2,28.0,82.85,0.05,-0.123,0,8018.86,566944.95
REC0002464,PLT014,2025-07-18,Coal,Southwest,16257.81,72.26,569023.25,1242299.16,13331.4,0.63,0,673275.9099999999,2025,7,3,Jul,0,54.2,35.0,76.41,0.82,-0.693,0,18844.89,1351237.68
REC0002465,PLT015,2025-07-18,Wind,Northeast,8631.23,62.67,258936.89,686382.54,0.0,1.2,0,427445.65,2025,7,3,Jul,1,62.28,30.0,79.52,0.0,-1.516,0,8639.66,651897.23
REC0002466,PLT016,2025-07-18,Solar,Northeast,8891.56,99.0,222288.93,697455.53,0.0,1.69,0,475166.60000000003,2025,7,3,Jul,1,68.13,25.0,78.44,0.0,1.602,0,8793.49,621253.13
REC0002467,PLT017,2025-07-18,Geothermal,Southeast,11646.24,82.83,326094.66,971381.74,582.31,0.77,0,645287.0800000001,2025,7,3,Jul,1,66.43,28.0,83.41,0.05,0.214,0,10816.14,758434.25
REC0002468,PLT018,2025-07-18,Solar,Southeast,19691.87,99.0,492296.72,1568074.1,0.0,1.2,0,1075777.3800000001,2025,7,3,Jul,1,68.61,25.0,79.63,0.0,1.602,0,19508.47,1355846.25
REC0002469,PLT019,2025-07-18,Biomass,Southeast,4551.39,65.95,172952.81,373134.27,1046.82,1.79,0,200181.46000000002,2025,7,3,Jul,1,53.65,38.0,81.98,0.23,-1.234,0,5339.04,363874.55
REC0002470,PLT020,2025-07-18,Wind,Southeast,12463.74,66.58,373912.16,703961.5,0.0,0.07,0,330049.34,2025,7,3,Jul,1,46.88,30.0,56.48,0.0,-1.18,0,11975.98,865798.4
REC0002471,PLT021,2025-07-18,Natural Gas,Midwest,17499.92,92.04,787496.2,1020114.11,7874.96,1.54,0,232617.91000000003,2025,7,3,Jul,0,22.8,45.0,58.29,0.45,1.005,0,16933.18,1198117.92
REC0002472,PLT022,2025-07-18,Solar,West Coast,11853.97,99.0,296349.19,713795.35,0.0,1.3,1,417446.16,2025,7,3,Jul,1,58.48,25.0,60.22,0.0,1.602,0,11803.01,827423.63
REC0002473,PLT023,2025-07-18,Natural Gas,Southeast,32411.0,99.0,1458494.83,1869643.92,14584.95,0.45,0,411149.08999999985,2025,7,3,Jul,0,21.99,45.0,57.69,0.45,1.602,0,29924.29,2067169.06
REC0002462,PLT012,2025-07-18,Hydro,Midwest,5581.5,65.63,83722.49,403676.89,55.81,1.97,0,319954.4,2025,7,3,Jul,1,79.26,15.0,72.32,0.01,-1.262,0,5593.12,470699.74
REC0002535,PLT035,2025-07-19,Wind,Midwest,10310.19,63.87,309305.85,582540.98,0.0,1.17,0,273235.13,2025,7,3,Jul,1,46.9,30.0,56.5,0.0,-1.413,0,10996.19,736899.36
REC0002534,PLT034,2025-07-19,Biomass,West Coast,7852.22,78.39,298384.24,656603.44,1806.01,0.9,0,358219.19999999995,2025,7,3,Jul,1,54.56,38.0,83.62,0.23,-0.167,0,7638.67,566176.6
REC0002533,PLT033,2025-07-19,Solar,Southeast,8914.81,99.0,222870.17,553855.99,0.0,0.75,0,330985.81999999995,2025,7,3,Jul,1,59.76,25.0,62.13,0.0,1.602,0,8895.73,629305.52
REC0002532,PLT032,2025-07-19,Biomass,Midwest,5374.21,70.39,204220.08,447021.31,1236.07,1.03,0,242801.23,2025,7,3,Jul,1,54.32,38.0,83.18,0.23,-0.853,0,5509.45,391881.68
REC0002527,PLT027,2025-07-19,Wind,Southeast,7052.19,61.13,211565.56,517738.01,0.0,0.23,0,306172.45,2025,7,3,Jul,1,59.14,30.0,73.42,0.0,-1.648,0,7163.75,544162.69
REC0002530,PLT030,2025-07-19,Geothermal,Northeast,9709.03,74.52,271852.86,797193.49,485.45,0.13,1,525340.63,2025,7,3,Jul,1,65.9,28.0,82.11,0.05,-0.499,0,9843.33,731295.33
REC0002529,PLT029,2025-07-19,Solar,Northeast,19904.14,99.0,497603.4,1142115.28,0.0,1.8,0,644511.88,2025,7,3,Jul,1,56.43,25.0,57.38,0.0,1.602,0,19511.18,1345638.55
REC0002528,PLT028,2025-07-19,Wind,Southwest,11237.22,61.89,337116.49,842309.28,0.0,1.44,0,505192.79000000004,2025,7,3,Jul,1,59.98,30.0,74.96,0.0,-1.583,0,12317.37,813772.57
REC0002536,PLT036,2025-07-19,Natural Gas,Northeast,13322.07,93.87,599493.0,905084.58,5994.93,1.53,0,305591.57999999996,2025,7,3,Jul,0,33.76,45.0,67.94,0.45,1.162,0,13221.61,896961.81
REC0002531,PLT031,2025-07-19,Natural Gas,Midwest,27198.28,86.57,1223922.42,2270861.63,12239.22,1.98,0,1046939.21,2025,7,3,Jul,0,46.1,45.0,83.49,0.45,0.535,0,28702.55,1957785.97
REC0002537,PLT037,2025-07-19,Natural Gas,Southwest,16009.79,98.23,720440.71,956687.73,7204.41,0.38,0,236247.02000000002,2025,7,3,Jul,0,24.69,45.0,59.76,0.45,1.536,0,14611.63,1046269.47
REC0002543,PLT043,2025-07-19,Natural Gas,Midwest,12477.17,86.25,561472.76,836546.09,5614.73,1.8,0,275073.32999999996,2025,7,3,Jul,0,32.88,45.0,67.05,0.45,0.508,0,13419.14,923099.43
REC0002539,PLT039,2025-07-19,Nuclear,Northeast,21689.13,73.76,433782.68,1628435.23,0.0,1.44,0,1194652.55,2025,7,3,Jul,0,73.36,20.0,75.08,0.0,-0.564,0,23086.71,1688313.66
REC0002540,PLT040,2025-07-19,Geothermal,West Coast,3983.24,84.93,111530.69,265935.21,199.16,1.11,0,154404.52000000002,2025,7,3,Jul,1,58.06,28.0,66.76,0.05,0.394,0,3788.77,265812.79
REC0002541,PLT041,2025-07-19,Nuclear,Midwest,17224.25,79.53,344484.96,973563.02,0.0,0.49,0,629078.06,2025,7,3,Jul,0,64.62,20.0,56.52,0.0,-0.069,0,18339.52,1298802.31
REC0002542,PLT042,2025-07-19,Natural Gas,West Coast,40198.32,97.81,1808924.18,2489332.43,18089.24,0.85,0,680408.2500000002,2025,7,3,Jul,0,27.33,45.0,61.93,0.45,1.5,0,35472.31,2504033.03
REC0002544,PLT044,2025-07-19,Nuclear,Northeast,42940.33,88.68,858806.53,3441569.58,0.0,0.07,0,2582763.05,2025,7,3,Jul,0,75.05,20.0,80.15,0.0,0.716,0,40008.56,2728414.37
REC0002545,PLT045,2025-07-19,Coal,Midwest,15050.94,70.38,526782.76,1226049.15,12341.77,0.11,0,699266.3899999999,2025,7,3,Jul,0,57.03,35.0,81.46,0.82,-0.854,0,16783.67,1280324.96
REC0002546,PLT046,2025-07-19,Nuclear,West Coast,20774.72,86.31,415494.44,1688456.51,0.0,0.84,0,1272962.07,2025,7,3,Jul,0,75.39,20.0,81.27,0.0,0.513,0,18957.38,1284089.69
REC0002547,PLT047,2025-07-19,Biomass,Southeast,5295.99,76.94,201247.71,346497.15,1218.08,0.95,0,145249.44000000003,2025,7,3,Jul,1,41.92,38.0,65.43,0.23,-0.291,0,5175.94,373764.26
REC0002548,PLT048,2025-07-19,Solar,Northeast,8171.71,93.05,204292.78,470944.4,0.0,0.16,0,266651.62,2025,7,3,Jul,1,56.62,25.0,57.63,0.0,1.091,0,8619.7,573630.53
REC0002549,PLT049,2025-07-19,Geothermal,Southwest,9590.68,80.1,268538.99,734325.93,479.53,0.02,0,465786.94000000006,2025,7,3,Jul,1,63.43,28.0,76.57,0.05,-0.02,0,10026.55,682216.05
